Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
72,Manchester Utd,Casemiro,Shot,Off Target,0.23,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
72,Manchester Utd,Alejandro Garnacho,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
74,Manchester Utd,Alejandro Garnacho,Shot,Saved,0.05,0.05,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
77,Liverpool,Joe Gomez,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
79,Liverpool,Luis Díaz,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
79,Liverpool,Luis Díaz,Shot,Saved,0.16,0.06,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
79,Liverpool,Mohamed Salah,Shot,Off Target,0.16,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
84,Liverpool,Mohamed Salah(pen),Penalty,Goal,0.79,0.98,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
90,Manchester Utd,Antony,Shot,Saved,0.06,0.05,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
90,Liverpool,Luis Díaz,Shot,Off Target,0.31,0.0,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
90,Liverpool,Harvey Elliott,Shot,Saved,0.03,0.03,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Manchester Utd,Liverpool,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
9,Chelsea,Conor Gallagher,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
11,Chelsea,Thiago Silva,Shot,Goal,0.11,0.39,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
22,Sheffield Utd,Ben Brereton,Shot,Blocked,0.19,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
23,Chelsea,Cole Palmer,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
30,Sheffield Utd,Oliver McBurnie,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
31,Sheffield Utd,Gustavo Hamer,Shot,Saved,0.04,0.34,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
32,Sheffield Utd,Jayden Bogle,Shot,Goal,0.09,0.23,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
41,Sheffield Utd,Jack Robinson,Shot,Saved,0.03,0.28,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
46,Sheffield Utd,Ben Brereton,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
49,Sheffield Utd,Oliver McBurnie,Shot,Off Target,0.2,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
54,Sheffield Utd,Gustavo Hamer,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
64,Chelsea,Noni Madueke,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
66,Chelsea,Noni Madueke,Shot,Goal,0.05,0.11,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
72,Chelsea,Cole Palmer,Shot,Saved,0.02,0.05,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
87,Sheffield Utd,Jack Robinson,Shot,Saved,0.01,0.33,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
88,Sheffield Utd,Ben Osborn,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
90,Sheffield Utd,Oliver McBurnie,Shot,Goal,0.6,0.84,https://fbref.com/en/matches/d3850c26/Sheffield-United-Chelsea-April-7-2024-Premier-League,2024-04-07,Sheffield Utd,Chelsea,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
2,Tottenham,Yves Bissouma,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
5,Tottenham,Timo Werner,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
8,Tottenham,James Maddison,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
11,Nott'ham Forest,Murillo,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
12,Tottenham,Yves Bissouma,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
17,Tottenham,Yves Bissouma,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
19,Nott'ham Forest,Callum Hudson-Odoi,Shot,Saved,0.04,0.04,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
24,Tottenham,Yves Bissouma,Shot,Saved,0.02,0.04,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
24,Tottenham,Brennan Johnson,Shot,Saved,0.53,0.78,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
24,Tottenham,Son Heung-min,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
27,Nott'ham Forest,Chris Wood,Shot,Goal,0.08,0.56,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
34,Nott'ham Forest,Ryan Yates,Shot,Saved,0.15,0.21,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
34,Nott'ham Forest,Chris Wood,Shot,Woodwork,0.58,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
35,Nott'ham Forest,Morgan Gibbs-White,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
38,Nott'ham Forest,Anthony Elanga,Shot,Saved,0.08,0.03,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
47,Tottenham,Pierre Højbjerg,Shot,Saved,0.04,0.31,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
49,Tottenham,Brennan Johnson,Shot,Off Target,0.31,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
51,Nott'ham Forest,Chris Wood,Shot,Saved,0.45,0.42,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
53,Tottenham,Micky van de Ven,Shot,Goal,0.05,0.43,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
55,Nott'ham Forest,Callum Hudson-Odoi,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
58,Tottenham,Pedro Porro,Shot,Goal,0.11,0.23,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
62,Tottenham,James Maddison,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
63,Tottenham,Pierre Højbjerg,Shot,Saved,0.03,0.03,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
67,Nott'ham Forest,Neco Williams,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
79,Tottenham,Pierre Højbjerg,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
83,Nott'ham Forest,Nicolás Domínguez,Shot,Saved,0.06,0.15,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
85,Tottenham,Son Heung-min,Shot,Saved,0.1,0.09,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
89,Nott'ham Forest,Callum Hudson-Odoi,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
90,Tottenham,Giovani Lo Celso,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
90,Nott'ham Forest,Divock Origi,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/7598049f/Tottenham-Hotspur-Nottingham-Forest-April-7-2024-Premier-League,2024-04-07,Tottenham,Nott'ham Forest,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
1,Tottenham,Rodrigo Bentancur,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
3,Newcastle Utd,Elliot Anderson,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
7,Tottenham,Timo Werner,Shot,Off Target,0.25,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
10,Newcastle Utd,Elliot Anderson,Shot,Off Target,0.18,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
10,Newcastle Utd,Harvey Barnes,Shot,Off Target,0.11,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
16,Tottenham,Timo Werner,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
17,Newcastle Utd,Harvey Barnes,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
17,Tottenham,Timo Werner,Shot,Off Target,0.2,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
30,Newcastle Utd,Alexander Isak,Shot,Goal,0.53,0.95,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
32,Newcastle Utd,Anthony Gordon,Shot,Goal,0.5,0.4,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
36,Newcastle Utd,Dan Burn,Shot,Off Target,0.13,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
37,Newcastle Utd,Alexander Isak,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
41,Newcastle Utd,Alexander Isak,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
42,Tottenham,James Maddison,Shot,Saved,0.04,0.07,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
44,Newcastle Utd,Alexander Isak,Shot,Off Target,0.11,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
48,Newcastle Utd,Alexander Isak,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
50,Tottenham,Timo Werner,Shot,Saved,0.02,0.01,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
51,Newcastle Utd,Alexander Isak,Shot,Goal,0.62,0.65,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
61,Tottenham,Brennan Johnson,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
63,Newcastle Utd,Elliot Anderson,Shot,Saved,0.07,0.14,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
63,Newcastle Utd,Elliot Anderson,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
65,Tottenham,Dejan Kulusevski,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
70,Tottenham,James Maddison,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
70,Tottenham,Dejan Kulusevski,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
73,Newcastle Utd,Elliot Anderson,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
76,Tottenham,Pierre Højbjerg,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
80,Newcastle Utd,Emil Krafth,Shot,Woodwork,0.02,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
86,Newcastle Utd,Anthony Gordon,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
87,Newcastle Utd,Fabian Schär,Shot,Goal,0.05,0.2,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,2024-04-13,Newcastle Utd,Tottenham,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
1,Manchester City,Erling Haaland,Shot,Saved,0.33,0.16,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
2,Manchester City,Erling Haaland,Shot,Off Target,0.15,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
2,Manchester City,Jeremy Doku,Shot,Blocked,0.21,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
9,Manchester City,Joško Gvardiol,Shot,Saved,0.07,0.19,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
10,Manchester City,Kevin De Bruyne,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
14,Manchester City,Matheus Nunes,Shot,Saved,0.15,0.06,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
18,Manchester City,Erling Haaland,Shot,Off Target,0.41,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
22,Manchester City,Kevin De Bruyne,Shot,Saved,0.02,0.02,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
23,Manchester City,Jeremy Doku,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
25,Manchester City,Erling Haaland,Shot,Blocked,0.15,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
25,Manchester City,Jeremy Doku,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
26,Manchester City,Rúben Dias,Shot,Saved,0.05,0.11,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
27,Manchester City,Matheus Nunes,Shot,Woodwork,0.15,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
31,Manchester City,Mateo Kovačić,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
39,Manchester City,Kevin De Bruyne,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
42,Manchester City,Joško Gvardiol,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
45,Manchester City,Kevin De Bruyne,Shot,Saved,0.1,0.13,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
45,Manchester City,Manuel Akanji,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
45,Manchester City,Mateo Kovačić,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
51,Manchester City,Joško Gvardiol,Shot,Blocked,0.13,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
52,Manchester City,Rúben Dias,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
54,Manchester City,Julián Álvarez,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
57,Manchester City,Kevin De Bruyne,Shot,Saved,0.04,0.07,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
58,Manchester City,Rúben Dias,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
60,Manchester City,Julián Álvarez,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
62,Manchester City,Mateo Kovačić,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
64,Manchester City,Mateo Kovačić,Shot,Goal,0.03,0.31,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
66,Luton Town,Cauley Woodrow,Shot,Woodwork,0.09,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
73,Manchester City,Jeremy Doku,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
73,Manchester City,Matheus Nunes,Shot,Saved,0.03,0.11,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
76,Manchester City,Erling Haaland(pen),Penalty,Goal,0.79,0.98,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
80,Luton Town,Alfie Doughty,Shot,Saved,0.17,0.44,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
80,Luton Town,Pelly Ruddock Mpanzu,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
81,Luton Town,Ross Barkley,Shot,Goal,0.17,0.79,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
84,Manchester City,Jeremy Doku,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Manchester City,Luton Town,Premier League
