Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
4,Manchester City,Erling Haaland,Shot,Goal,0.17,0.62,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
6,Manchester City,Kevin De Bruyne,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
11,Manchester City,Erling Haaland,Shot,Off Target,0.21,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
15,Burnley,Luca Koleosho,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
18,Burnley,Zeki Amdouni,Shot,Saved,0.03,0.02,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
29,Burnley,Lyle Foster,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
36,Manchester City,Erling Haaland,Shot,Goal,0.14,0.5,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
37,Burnley,Lyle Foster,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
45,Manchester City,Phil Foden,Shot,Saved,0.24,0.33,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
52,Manchester City,Erling Haaland,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
53,Manchester City,Phil Foden,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
55,Manchester City,Rodri,Shot,Saved,0.01,0.26,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
55,Manchester City,Rodri,Shot,Saved,0.02,0.05,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
60,Manchester City,Julián Álvarez,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
67,Manchester City,Rodri,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
75,Manchester City,Nathan Aké,Shot,Blocked,0.31,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
75,Manchester City,Rodri,Shot,Goal,0.42,0.93,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
79,Manchester City,Julián Álvarez,Shot,Blocked,0.2,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
80,Burnley,Anass Zaroury,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
82,Burnley,Jacob Bruun Larsen,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
86,Manchester City,Julián Álvarez,Shot,Saved,0.09,0.02,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
88,Manchester City,Phil Foden,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
90,Manchester City,Aymeric Laporte,Shot,Saved,0.04,0.02,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
90,Burnley,Anass Zaroury,Red Card,Red Card,0.0,0.0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,Burnley,Manchester City,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
10,Arsenal,Eddie Nketiah,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
11,Nott'ham Forest,Brennan Johnson,Shot,Off Target,0.28,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
24,Arsenal,Kai Havertz,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
25,Arsenal,Bukayo Saka,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
26,Arsenal,Eddie Nketiah,Shot,Goal,0.11,0.02,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
32,Arsenal,Bukayo Saka,Shot,Goal,0.04,0.6,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
38,Arsenal,Eddie Nketiah,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
44,Arsenal,Declan Rice,Shot,Saved,0.02,0.14,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
51,Arsenal,Takehiro Tomiyasu,Shot,Saved,0.03,0.16,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
69,Arsenal,Martin Ødegaard,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
70,Nott'ham Forest,Ola Aina,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
76,Arsenal,Declan Rice,Shot,Saved,0.05,0.44,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
78,Nott'ham Forest,Willy Boly,Shot,Saved,0.21,0.08,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
81,Arsenal,Declan Rice,Shot,Saved,0.17,0.56,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
82,Nott'ham Forest,Taiwo Awoniyi,Shot,Goal,0.57,0.87,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
83,Nott'ham Forest,Morgan Gibbs-White,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
85,Arsenal,Kai Havertz,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
87,Arsenal,Bukayo Saka,Shot,Saved,0.13,0.06,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
90,Arsenal,Martin Ødegaard,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
90,Nott'ham Forest,Cheikhou Kouyaté,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
90,Arsenal,Martin Ødegaard,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Arsenal,Nott'ham Forest,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
1,Everton,Neal Maupay,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
3,Fulham,Tom Cairney,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
5,Everton,Abdoulaye Doucouré,Shot,Saved,0.54,0.84,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
18,Everton,Alex Iwobi,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
19,Everton,Idrissa Gana Gueye,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
21,Everton,Alex Iwobi,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
34,Everton,Neal Maupay,Shot,Saved,0.68,0.92,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
41,Everton,Amadou Onana,Shot,Saved,0.05,0.05,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
42,Everton,Neal Maupay,Shot,Saved,0.53,0.91,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
43,Everton,Nathan Patterson,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
45,Everton,Neal Maupay,Shot,Saved,0.08,0.09,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
53,Fulham,Saša Lukić,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
57,Fulham,Bobby Reid,Shot,Off Target,0.12,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
57,Fulham,Raúl Jiménez,Shot,Woodwork,0.07,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
60,Everton,Nathan Patterson,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
67,Everton,Alex Iwobi,Shot,Saved,0.04,0.05,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
67,Everton,Nathan Patterson,Shot,Woodwork,0.26,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
69,Fulham,Harry Wilson,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
73,Fulham,Bobby Reid,Shot,Goal,0.72,0.98,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
77,Fulham,Bobby Reid,Shot,Off Target,0.29,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
85,Everton,Alex Iwobi,Shot,Saved,0.15,0.35,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
85,Everton,Michael Keane,Shot,Saved,0.03,0.04,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
87,Fulham,Aleksandar Mitrović,Shot,Saved,0.06,0.14,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
88,Fulham,Aleksandar Mitrović,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
90,Everton,Abdoulaye Doucouré,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
90,Everton,Idrissa Gana Gueye,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
90,Everton,James Tarkowski,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
90,Everton,Michael Keane,Shot,Saved,0.01,0.07,https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,2023-08-12,Everton,Fulham,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
9,Sheffield Utd,William Osula,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
14,Crystal Palace,Odsonne Édouard,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
17,Crystal Palace,Eberechi Eze,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
17,Crystal Palace,Eberechi Eze,Shot,Blocked,0.11,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
20,Crystal Palace,Odsonne Édouard,Shot,Saved,0.06,0.43,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
22,Crystal Palace,Joachim Andersen,Shot,Saved,0.02,0.19,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
24,Crystal Palace,Odsonne Édouard,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
27,Sheffield Utd,John Egan,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
29,Crystal Palace,Jeffrey Schlupp,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
30,Crystal Palace,Cheick Doucouré,Shot,Saved,0.01,0.19,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
31,Crystal Palace,Eberechi Eze,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
31,Crystal Palace,Jordan Ayew,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
32,Crystal Palace,Marc Guéhi,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
32,Crystal Palace,Odsonne Édouard,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
34,Sheffield Utd,Anel Ahmedhodžić,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
39,Crystal Palace,Eberechi Eze,Shot,Blocked,0.0,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
44,Sheffield Utd,Oliver Norwood,Shot,Saved,0.02,0.05,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
45,Crystal Palace,Eberechi Eze,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
49,Crystal Palace,Odsonne Édouard,Shot,Goal,0.64,0.81,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
54,Crystal Palace,Eberechi Eze,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
60,Crystal Palace,Odsonne Édouard,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
61,Crystal Palace,Odsonne Édouard,Shot,Saved,0.18,0.07,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
62,Sheffield Utd,Ben Osborn,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
72,Crystal Palace,Jeffrey Schlupp,Shot,Saved,0.06,0.07,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
74,Sheffield Utd,Anel Ahmedhodžić,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
75,Crystal Palace,Eberechi Eze,Shot,Blocked,0.17,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
75,Sheffield Utd,William Osula,Shot,Off Target,0.22,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
76,Crystal Palace,Jordan Ayew,Shot,Saved,0.03,0.02,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
80,Crystal Palace,Jefferson Lerma,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
84,Crystal Palace,Eberechi Eze,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
86,Crystal Palace,Joachim Andersen,Shot,Saved,0.13,0.14,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
88,Sheffield Utd,Oliver Norwood,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,Sheffield Utd,Crystal Palace,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
2,Brighton,Lewis Dunk,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
3,Brighton,Lewis Dunk,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
5,Brighton,João Pedro,Shot,Off Target,0.35,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
8,Brighton,Danny Welbeck,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
14,Brighton,Pascal Groß,Shot,Off Target,0.14,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
18,Brighton,Solly March,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
18,Brighton,Pervis Estupiñán,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
20,Brighton,Danny Welbeck,Shot,Saved,0.04,0.12,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
23,Luton Town,Pelly Ruddock Mpanzu,Shot,Off Target,0.25,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
26,Brighton,Mahmoud Dahoud,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
29,Luton Town,Pelly Ruddock Mpanzu,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
33,Brighton,Kaoru Mitoma,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
34,Luton Town,Marvelous Nakamba,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
36,Brighton,Solly March,Shot,Goal,0.33,0.86,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
37,Luton Town,Carlton Morris,Shot,Saved,0.04,0.03,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
38,Luton Town,Issa Kaboré,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
39,Brighton,Danny Welbeck,Shot,Woodwork,0.17,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
40,Brighton,Pervis Estupiñán,Shot,Saved,0.01,0.04,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
42,Brighton,Danny Welbeck,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
42,Brighton,Mahmoud Dahoud,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
45,Luton Town,Carlton Morris,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,Brighton,Luton Town,Premier League
