player,team,position,90s,carries_pa,touches_pa,succ_takeons,carries_final_third,prog_carries,fouls_drawn,passes_pa,passes_final_third,prog_passes,key_passes,xAG,xA,npxG,shots,takeons_lead_to_shot,carry_losses
Junya Ito,Reims,FW,17.6,1.0795454545454544,3.0113636363636362,1.9318181818181817,3.0113636363636362,4.204545454545454,1.1363636363636362,2.6704545454545454,2.6704545454545454,4.9431818181818175,3.068181818181818,0.28977272727272724,0.36931818181818177,0.16477272727272727,0.9659090909090908,0.28409090909090906,4.204545454545454
Alex Iwobi,Fulham,"FW,MF",20.5,1.170731707317073,3.658536585365854,1.6097560975609757,3.4146341463414633,4.2439024390243905,0.7317073170731707,2.731707317073171,3.4634146341463414,6.682926829268292,2.048780487804878,0.22926829268292684,0.23902439024390246,0.16097560975609757,2.097560975609756,0.34146341463414637,3.2682926829268295
Nicolas Jackson,Chelsea,FW,17.1,1.3450292397660817,6.081871345029239,0.9941520467836257,1.0526315789473684,2.222222222222222,1.1695906432748537,0.3508771929824561,0.935672514619883,1.4035087719298245,1.111111111111111,0.15204678362573099,0.06432748538011696,0.6257309941520467,3.333333333333333,0.5263157894736842,4.327485380116959
Raúl Jiménez,Fulham,FW,15.4,0.5194805194805194,6.233766233766234,0.6493506493506493,0.5844155844155844,1.2337662337662338,1.6883116883116882,0.38961038961038963,1.2337662337662338,1.8181818181818181,0.6493506493506493,0.15584415584415584,0.09740259740259741,0.37012987012987014,3.311688311688312,0.0,3.961038961038961
João Pedro,Brighton,"FW,MF",13.4,1.716417910447761,5.671641791044776,1.4925373134328357,1.791044776119403,3.432835820895522,2.388059701492537,1.4925373134328357,1.8656716417910448,3.582089552238806,1.2686567164179103,0.17164179104477612,0.1417910447761194,0.21641791044776118,1.9402985074626866,0.14925373134328357,4.925373134328358
Joelinton,Newcastle Utd,"MF,FW",19.6,0.3571428571428571,3.4183673469387754,0.6122448979591836,0.9183673469387754,1.5816326530612244,1.173469387755102,0.5612244897959183,3.3163265306122445,4.540816326530612,0.9183673469387754,0.07653061224489795,0.09183673469387754,0.16836734693877548,1.887755102040816,0.0,3.6734693877551017
Jofre,Espanyol,"MF,FW",13.7,1.2408759124087592,3.3576642335766427,1.3868613138686132,1.8248175182481752,2.4817518248175183,2.5547445255474455,0.7299270072992701,0.5839416058394161,2.18978102189781,1.0218978102189782,0.11678832116788322,0.08029197080291972,0.14598540145985403,2.1167883211678835,0.29197080291970806,4.671532846715329
Ben Johnson,Ipswich Town,"DF,FW",8.5,0.23529411764705882,0.7058823529411765,0.5882352941176471,1.0588235294117647,1.1764705882352942,0.47058823529411764,0.11764705882352941,1.5294117647058822,1.8823529411764706,0.7058823529411765,0.07058823529411765,0.047058823529411764,0.047058823529411764,0.35294117647058826,0.0,2.7058823529411766
Brennan Johnson,Tottenham,FW,16.6,1.6265060240963853,6.024096385542168,0.8433734939759036,0.8433734939759036,2.7710843373493974,0.8433734939759036,1.3855421686746987,1.325301204819277,3.012048192771084,0.8433734939759036,0.0783132530120482,0.07228915662650602,0.48192771084337344,2.710843373493976,0.3012048192771084,1.6265060240963853
Hamed Junior Traorè,Auxerre,"MF,FW",13.9,0.5755395683453237,3.4532374100719423,1.5827338129496402,2.0863309352517985,2.949640287769784,1.9424460431654675,1.0071942446043165,2.014388489208633,3.884892086330935,0.935251798561151,0.10071942446043164,0.06474820143884892,0.3525179856115108,3.0215827338129495,0.14388489208633093,5.107913669064748
Vinicius Júnior,Real Madrid,FW,13.1,3.969465648854962,7.480916030534352,3.053435114503817,3.5114503816793894,6.793893129770993,3.3587786259541987,1.6030534351145038,1.984732824427481,3.3587786259541987,2.213740458015267,0.3587786259541985,0.2824427480916031,0.3511450381679389,3.1297709923664123,0.916030534351145,4.351145038167939
Arnaud Kalimuendo,Rennes,FW,14.6,0.684931506849315,4.2465753424657535,0.6164383561643836,1.1643835616438356,1.095890410958904,1.5753424657534247,0.4109589041095891,1.095890410958904,2.5342465753424657,0.4109589041095891,0.0410958904109589,0.07534246575342467,0.20547945205479454,1.7808219178082192,0.0,4.452054794520548
Harry Kane,Bayern Munich,FW,14.3,0.8391608391608392,6.9230769230769225,1.1888111888111887,0.7692307692307692,1.1188811188811187,0.7692307692307692,1.6083916083916083,2.097902097902098,3.2867132867132867,1.7482517482517481,0.23076923076923075,0.24475524475524474,0.5314685314685315,3.986013986013986,0.34965034965034963,2.4475524475524475
Lee Kang-in,Paris S-G,"FW,MF",11.8,1.271186440677966,4.1525423728813555,1.5254237288135593,2.6271186440677963,3.2203389830508473,1.4406779661016949,2.8813559322033897,4.915254237288135,7.711864406779661,3.644067796610169,0.33050847457627114,0.3813559322033898,0.2288135593220339,2.4576271186440675,0.2542372881355932,2.6271186440677967
Moise Kean,Fiorentina,FW,17.5,0.9714285714285714,4.9714285714285715,1.542857142857143,0.7428571428571429,1.3142857142857143,1.8857142857142857,0.4,0.34285714285714286,1.0857142857142856,0.6857142857142857,0.08571428571428572,0.05142857142857143,0.5885714285714286,3.6,0.5714285714285714,5.199999999999999
Yassine Kechta,Le Havre,"MF,FW",11.5,0.08695652173913043,1.2173913043478262,0.2608695652173913,1.3043478260869565,1.826086956521739,1.826086956521739,0.6086956521739131,2.4347826086956523,3.4782608695652173,0.782608695652174,0.02608695652173913,0.05217391304347826,0.0782608695652174,1.2173913043478262,0.08695652173913043,3.5652173913043477
Wahbi Khazri,Montpellier,"FW,MF",8.4,0.5952380952380952,2.857142857142857,0.5952380952380952,1.3095238095238095,1.5476190476190474,2.380952380952381,0.7142857142857143,2.380952380952381,2.9761904761904763,1.6666666666666665,0.14285714285714285,0.14285714285714285,0.17857142857142858,2.619047619047619,0.11904761904761904,4.404761904761905
Kiké,Alavés,FW,13.1,0.3053435114503817,4.198473282442748,0.6106870229007634,0.5343511450381679,0.916030534351145,2.290076335877863,0.3816793893129771,1.297709923664122,2.0610687022900764,0.6870229007633588,0.05343511450381679,0.07633587786259542,0.2748091603053435,2.290076335877863,0.0,4.885496183206107
